"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"上午 01:11:59.6420797","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:59.6421151","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6421509","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6421885","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6422264","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\(Default)","SUCCESS","Type: REG_SZ, Length: 70, Data: Property System Both Class Factory"
"上午 01:11:59.6422636","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6423206","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6423967","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6424706","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6425226","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocServer32","SUCCESS","Desired Access: Read"
"上午 01:11:59.6425661","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:59.6426115","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6426572","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6427008","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"上午 01:11:59.6427373","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:59.6427772","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6428175","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6428894","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:11:59.6429380","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:59.6429877","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6430400","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6431016","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"上午 01:11:59.6431606","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:59.6432108","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6432622","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6433118","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"上午 01:11:59.6433612","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: Name"
"上午 01:11:59.6434232","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6434599","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6434922","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"上午 01:11:59.6435297","Akagi64.exe","10884","RegCloseKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","SUCCESS",""
"上午 01:11:59.6435526","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6435780","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6436039","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6436539","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6437005","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6437458","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6437981","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6438418","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6438837","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6439184","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6439569","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6439942","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6440334","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6440723","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6441259","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6441543","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6441777","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6442622","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:11:59.6443057","Akagi64.exe","10884","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\AppID","NAME NOT FOUND","Length: 112"
"上午 01:11:59.6443638","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6444041","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6444449","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6445095","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6445475","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6445877","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:59.6446273","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6446585","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6446940","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6447375","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Desired Access: Read"
"上午 01:11:59.6447810","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6448195","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6448597","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6448991","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6449334","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6449783","Akagi64.exe","10884","RegCloseKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS",""
"上午 01:11:59.6450258","Akagi64.exe","10884","RegCloseKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS",""
"上午 01:11:59.6450729","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:11:59.6451125","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6451421","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6451763","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6452181","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765B11-3F95-4AF2-AC9D-EA55D8994F1A}","SUCCESS","Desired Access: Read"
"上午 01:11:59.6452599","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: Name"
"上午 01:11:59.6452978","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6453365","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6453733","Akagi64.exe","10884","RegQueryKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6454049","Akagi64.exe","10884","RegOpenKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:11:59.6454442","Akagi64.exe","10884","RegCloseKey","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}","SUCCESS",""
"上午 01:11:59.6455933","Akagi64.exe","10884","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6456237","Akagi64.exe","10884","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Desired Access: Read"
"上午 01:11:59.6456619","Akagi64.exe","10884","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"上午 01:11:59.6456881","Akagi64.exe","10884","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"上午 01:11:59.6457220","Akagi64.exe","10884","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS",""
"上午 01:11:59.6458364","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:59.6458689","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6458997","Akagi64.exe","10884","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"上午 01:11:59.6459338","Akagi64.exe","10884","RegQueryValue","HKCU\Software\Classes\exefile\AppUserModelID","NAME NOT FOUND","Length: 144"
"上午 01:11:59.6459629","Akagi64.exe","10884","RegQueryValue","HKCR\exefile\AppUserModelID","NAME NOT FOUND","Length: 144"
"上午 01:11:59.6459951","Akagi64.exe","10884","RegCloseKey","HKCR\exefile","SUCCESS",""
"上午 01:11:59.6460216","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: Name"
"上午 01:11:59.6460526","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6460752","Akagi64.exe","10884","RegQueryKey","HKCU\Software\Classes\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6461029","Akagi64.exe","10884","RegOpenKey","HKCU\Software\Classes\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6461389","Akagi64.exe","10884","RegOpenKey","HKCR\exefile\Application","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:11:59.6466093","Akagi64.exe","10884","CreateFile","C:\Windows\urlmon.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"上午 01:11:59.6469432","Akagi64.exe","10884","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6470244","Akagi64.exe","10884","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:38, LastAccessTime: 2026/4/22 上午 01:11:51, LastWriteTime: 2026/4/15 上午 09:44:38, ChangeTime: 2026/4/15 下午 05:32:24, FileAttributes: A"
"上午 01:11:59.6470533","Akagi64.exe","10884","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"上午 01:11:59.6472496","Akagi64.exe","10884","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6473333","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:59.6473843","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:59.6477080","Akagi64.exe","10884","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff05e30000, Image Size: 0x1df000"
"上午 01:11:59.6480416","Akagi64.exe","10884","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"上午 01:11:59.6485482","Akagi64.exe","10884","CreateFile","C:\Windows\iertutil.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"上午 01:11:59.6490909","Akagi64.exe","10884","CreateFile","C:\Windows\System32\iertutil.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6491965","Akagi64.exe","10884","QueryBasicInformationFile","C:\Windows\System32\iertutil.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:38, LastAccessTime: 2026/4/22 上午 01:11:51, LastWriteTime: 2026/4/15 上午 09:44:38, ChangeTime: 2026/4/15 下午 05:32:24, FileAttributes: A"
"上午 01:11:59.6492359","Akagi64.exe","10884","CloseFile","C:\Windows\System32\iertutil.dll","SUCCESS",""
"上午 01:11:59.6495433","Akagi64.exe","10884","CreateFile","C:\Windows\System32\iertutil.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6496674","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\iertutil.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:59.6497354","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\iertutil.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:59.6501444","Akagi64.exe","10884","Load Image","C:\Windows\System32\iertutil.dll","SUCCESS","Image Base: 0x7fff059a0000, Image Size: 0x2c4000"
"上午 01:11:59.6507105","Akagi64.exe","10884","CloseFile","C:\Windows\System32\iertutil.dll","SUCCESS",""
"上午 01:11:59.6512061","Akagi64.exe","10884","CreateFile","C:\Windows\srvcli.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"上午 01:11:59.6514222","Akagi64.exe","10884","CreateFile","C:\Windows\netutils.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"上午 01:11:59.6527445","Akagi64.exe","10884","CreateFile","C:\Windows\System32\srvcli.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6528536","Akagi64.exe","10884","QueryBasicInformationFile","C:\Windows\System32\srvcli.dll","SUCCESS","CreationTime: 2024/9/6 下午 12:12:30, LastAccessTime: 2026/4/22 上午 01:11:51, LastWriteTime: 2024/9/6 下午 12:12:30, ChangeTime: 2026/4/15 下午 05:32:24, FileAttributes: A"
"上午 01:11:59.6528911","Akagi64.exe","10884","CloseFile","C:\Windows\System32\srvcli.dll","SUCCESS",""
"上午 01:11:59.6529846","Akagi64.exe","10884","CreateFile","C:\Windows\System32\netutils.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6530975","Akagi64.exe","10884","QueryBasicInformationFile","C:\Windows\System32\netutils.dll","SUCCESS","CreationTime: 2026/4/13 上午 01:30:18, LastAccessTime: 2026/4/22 上午 01:11:51, LastWriteTime: 2026/4/13 上午 01:30:18, ChangeTime: 2026/4/15 下午 05:32:22, FileAttributes: A"
"上午 01:11:59.6531343","Akagi64.exe","10884","CloseFile","C:\Windows\System32\netutils.dll","SUCCESS",""
"上午 01:11:59.6531980","Akagi64.exe","10884","CreateFile","C:\Windows\System32\srvcli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6533264","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\srvcli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:59.6533966","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\srvcli.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:59.6535191","Akagi64.exe","10884","CreateFile","C:\Windows\System32\netutils.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6536511","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\netutils.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:11:59.6537208","Akagi64.exe","10884","CreateFileMapping","C:\Windows\System32\netutils.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:11:59.6537786","Akagi64.exe","10884","Load Image","C:\Windows\System32\srvcli.dll","SUCCESS","Image Base: 0x7fff05950000, Image Size: 0x29000"
"上午 01:11:59.6541051","Akagi64.exe","10884","Load Image","C:\Windows\System32\netutils.dll","SUCCESS","Image Base: 0x7fff0f100000, Image Size: 0xd000"
"上午 01:11:59.6541931","Akagi64.exe","10884","CloseFile","C:\Windows\System32\srvcli.dll","SUCCESS",""
"上午 01:11:59.6544578","Akagi64.exe","10884","CloseFile","C:\Windows\System32\netutils.dll","SUCCESS",""
"上午 01:11:59.6547455","Akagi64.exe","10884","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:11:59.6547722","Akagi64.exe","10884","RegOpenKey","HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters","REPARSE","Desired Access: Query Value"
"上午 01:11:59.6547982","Akagi64.exe","10884","RegOpenKey","HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters","SUCCESS","Desired Access: Query Value"
"上午 01:11:59.6548266","Akagi64.exe","10884","RegQueryValue","HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\RpcCacheTimeout","NAME NOT FOUND","Length: 16"
"上午 01:11:59.6548562","Akagi64.exe","10884","RegCloseKey","HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters","SUCCESS",""
"上午 01:11:59.6554356","Akagi64.exe","10884","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"上午 01:11:59.6554773","Akagi64.exe","10884","QuerySizeInformationVolume","C:\Windows\System32","SUCCESS","TotalAllocationUnits: 20,727,807, AvailableAllocationUnits: 6,709,101, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"上午 01:11:59.6555075","Akagi64.exe","10884","CloseFile","C:\Windows\System32","SUCCESS",""
"上午 01:11:59.6556293","Akagi64.exe","10884","CreateFile","C:\Windows","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
